#TYPE Microsoft.Windows.ServerManager.Commands.Feature
"Name","DisplayName","Description","Installed","InstallState","FeatureType","Path","Depth","DependsOn","Parent","ServerComponentDescriptor","SubFeatures","SystemService","Notification","BestPracticesModelId","EventQuery","PostConfigurationNeeded","AdditionalInfo"
"NET-WCF-MSMQ-Activation45","メッセージ キュー (MSMQ) アクティブ化","メッセージ キュー アクティブ化では、メッセージ キューを利用したプロセスのアクティブ化をサポートしています。メッセージ キュー アクティブ化を使用するアプリケーションは、メッセージ キューを利用してネットワークから到達した作業項目に応答して動的に開始および停止できます。","False","Available","Feature",".NET Framework 4.7 Features\WCF サービス\メッセージ キュー (MSMQ) アクティブ化","3","System.String[]","NET-WCF-Services45","ServerComponent_NET_WCF_MSMQ_Activation45","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"NET-WCF-Pipe-Activation45","名前付きパイプのアクティブ化","名前付きパイプ アクティブ化では、名前付きパイプを利用したプロセスのアクティブ化をサポートしています。名前付きパイプ アクティブ化を使用するアプリケーションは、名前付きパイプを利用してネットワークから到達した作業項目に応答して動的に開始および停止できます。","False","Available","Feature",".NET Framework 4.7 Features\WCF サービス\名前付きパイプのアクティブ化","3","System.String[]","NET-WCF-Services45","ServerComponent_NET_WCF_Pipe_Activation45","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"BitLocker","BitLocker ドライブ暗号化","BitLocker ドライブ暗号化を使用すると、ボリューム全体を暗号化して初期のブート コンポーネントの整合性が確認されるため、コンピューターの紛失、盗難、または不適切な非コミッションからデータを保護できます。データはこれらのコンポーネントが正常に確認され、暗号化されたドライブが元のコンピューターにある場合にのみ暗号化解除されます。整合性の確認の際、互換性のあるトラステッド プラットフォーム モジュール (TPM) が必要となります。","False","Available","Feature","BitLocker ドライブ暗号化","1","System.String[]",,"ServerComponent_BitLocker","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"BitLocker-NetworkUnlock","BitLocker ネットワーク ロック解除","BitLocker ネットワーク ロック解除では、ネットワークベースのキー保護機能を使用して、ドメインに参加しているコンピューターの BitLocker で保護されたオペレーティング システム ドライブのロックを、コンピューター再起動時に自動的に解除できます。非稼働時間中に行うコンピューターのメンテナンス操作で、操作を完了するためにコンピューターを再起動する必要がある場合は、この機能が役に立ちます。","False","Available","Feature","BitLocker ネットワーク ロック解除","1","System.String[]",,"ServerComponent_BitLocker_NetworkUnlock","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"BranchCache","BranchCache","<a href=""http://go.microsoft.com/fwlink/?LinkId=244672"">BranchCache</a> は、このコンピューターをホスト型キャッシュ サーバーまたは BranchCache が有効なコンテンツ サーバーとして構成するために必要なサービスをインストールします。コンテンツ サーバーを展開している場合は、ハイパーテキスト転送プロトコル (HTTP) Web サーバーまたはバックグラウンド インテリジェント転送サービス (BITS) ベースのアプリケーション サーバーとしても構成する必要があります。BranchCache が有効なファイル サーバーを展開するには、役割の追加ウィザードを使用して、ファイル サービスのサーバーの役割と、""ファイル サーバー"" および ""ネットワーク ファイル用 BranchCache"" の各役割サービスをインストールします。","False","Available","Feature","BranchCache","1","System.String[]",,"ServerComponent_BranchCache","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Containers","Containers","Provides services and tools to create and manage Windows Server Containers and their resources.","False","Available","Feature","Containers","1","System.String[]",,"ServerComponent_Containers","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Data-Center-Bridging","Data Center Bridging","Data Center Bridging (DCB) is a suite of IEEE standards that are used to enhance Ethernet local area networks by providing hardware-based bandwidth guarantees and transport reliability. Use DCB to help enforce bandwidth allocation on a Converged Network Adapter for offloaded storage traffic such as Internet Small Computer System Interface, RDMA over Converged Ethernet, and Fibre Channel over Ethernet.","False","Available","Feature","Data Center Bridging","1","System.String[]",,"ServerComponent_Data_Center_Bridging","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Direct-Play","Direct Play","Direct Play provides support for applications that use the DirectPlay networked gaming API","False","Available","Feature","Direct Play","1","System.String[]",,"ServerComponent_Direct_Play","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"FabricShieldedTools","Fabric Management 用の VM シールド ツール","Fabric Management ソリューションによって使用され、Fabric Management サーバーにインストールする必要があるシールドされた VM のユーティリティを提供します。","False","Available","Feature","Fabric Management 用の VM シールド ツール","1","System.String[]",,"ServerComponent_FabricShieldedTools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"HostGuardian","Host Guardian Hyper-V サポート","Host Guardian によって、シールドされた仮想マシンをプロビジョニングするために必要な機能が Hyper-V サーバーに追加されます。","False","Available","Feature","Host Guardian Hyper-V サポート","1","System.String[]",,"ServerComponent_HostGuardian","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RPC-over-HTTP-Proxy","HTTP プロキシを経由した RPC","HTTP プロキシを経由したリモート プロシージャ コール (RPC) では、VPN 接続でサーバーにアクセスするクライアントに代わって、クライアント アプリケーションからの RPC トラフィックを HTTP 経由でサーバーに中継します。","False","Available","Feature","HTTP プロキシを経由した RPC","1","System.String[]",,"ServerComponent_RPC_over_HTTP_Proxy","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"DiskIo-QoS","I/O サービス品質","アプリケーションの最大 IO や帯域幅制限など、I/O サービス品質設定を構成できます。","False","Available","Feature","I/O サービス品質","1","System.String[]",,"ServerComponent_DiskIo_QoS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Web-WHC","IIS ホスト可能な Web コア","IIS ホスト可能な Web コアにより、独自のアプリケーションで、中心となる IIS 機能をホストするカスタム コードを作成できます。HWC により、アプリケーションは HTTP 要求を処理でき、独自の applicationHost.config 構成ファイルとルート web.config 構成ファイルを使用できます。HWC アプリケーション拡張は、hwebcore.dll ファイルに含まれています。","False","Available","Feature","IIS ホスト可能な Web コア","1","System.String[]",,"ServerComponent_Web_WHC","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"IPAM","IP アドレス管理 (IPAM) サーバー","IP アドレス管理 (IPAM) サーバーは、IP アドレス空間および対応するインフラストラクチャ サーバー (DHCP や DNS など) を一元的に管理するためのフレームワークを提供します。IPAM は、Active Directory フォレスト内のインフラストラクチャ サーバーの自動検出をサポートしています。IPAM を使用すると、動的および静的 IPv4/IPv6 アドレス空間を管理したり、IP アドレスの使用率の傾向を追跡したりできます。また、ネットワーク上の DNS サービスと DHCP サービスの監視と管理もサポートしています。","False","Available","Feature","IP アドレス管理 (IPAM) サーバー","1","System.String[]",,"ServerComponent_IPAM","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","IPAMServer.Events.xml","False","System.Collections.Hashtable"
"ISNS","iSNS サーバー サービス","iSNS (Internet Storage Name Server) は、iSCSI (Internet Small Computer System Interface) 記憶域ネットワーク用の探索サービスを提供します。iSNS は、iSNS クライアントからの登録要求、登録解除要求、およびクエリを処理します。","False","Available","Feature","iSNS サーバー サービス","1","System.String[]",,"ServerComponent_ISNS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"LPR-Port-Monitor","LPR ポート モニター","ライン プリンター リモート (LPR) ポート モニターを使用すると、ライン プリンター デーモン (LPD) サービスを使用して共有されているプリンターにコンピューターから印刷できます (LPD サービスは、一般に UNIX ベースのコンピューターおよびプリンター共有デバイスで使用されます)。","False","Available","Feature","LPR ポート モニター","1","System.String[]",,"ServerComponent_LPR_Port_Monitor","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"ManagementOdata","Management OData IIS 拡張機能","Management OData IIS 拡張機能は、IIS で実行されている OData ベースの Web サービスを通じて Windows PowerShell コマンドレットを簡単に発行するためのフレームワークです。この機能を有効にしたら、ユーザーはスキーマ ファイル (公開するリソースの定義を含む) と、Web サービスを機能させるためのコールバック インターフェイスの実装を指定する必要があります。","False","Available","Feature","Management OData IIS 拡張機能","1","System.String[]",,"ServerComponent_ManagementOdata","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MultiPoint-Connector","MultiPoint Connector","MultiPoint マネージャーおよび MultiPoint ダッシュボード アプリから、このコンピューターの監視と管理を行えるようにします。","False","Available","Feature","MultiPoint Connector","1","System.String[]",,"ServerComponent_MultiPoint_Connector","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MultiPoint-Connector-Services","MultiPoint Connector サービス","MultiPoint マネージャーおよび MultiPoint ダッシュボード アプリから、このコンピューターの監視と管理を行えるようにします。","False","Available","Feature","MultiPoint Connector\MultiPoint Connector サービス","2","System.String[]","MultiPoint-Connector","ServerComponent_MultiPoint_Connector_Services","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MultiPoint-Tools","MultiPoint マネージャーおよび MultiPoint ダッシュ ボード","MultiPoint を管理するための GUI ツールです。","False","Available","Feature","MultiPoint Connector\MultiPoint マネージャーおよび MultiPoint ダッシュ ボード","2","System.String[]","MultiPoint-Connector","ServerComponent_MultiPoint_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"NFS-Client","NFS クライアント","NFS クライアントは、このコンピューターが UNIX ベースの NFS サーバー上のファイルにアクセスできるようにします。インストールすると、匿名アクセスを許可している UNIX NFS 共有に接続するようにコンピューターを構成できます。","False","Available","Feature","NFS クライアント","1","System.String[]",,"ServerComponent_NFS_Client","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"CMAK","RAS Connection Manager Administration Kit (CMAK)","Create profiles for connecting to remote servers and networks.","False","Available","Feature","RAS Connection Manager Administration Kit (CMAK)","1","System.String[]",,"ServerComponent_CMAK","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RDC","RDC (Remote Differential Compression)","RDC (Remote Differential Compression) では、帯域幅の狭いネットワーク上で 2 つのオブジェクト間の違いを計算して転送します。","False","Available","Feature","RDC (Remote Differential Compression)","1","System.String[]",,"ServerComponent_RDC","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Simple-TCPIP","Simple TCP/IP Services","Simple TCP/IP Services supports the following TCP/IP services: Character Generator, Daytime, Discard, Echo and Quote of the Day. Simple TCP/IP Services is provided for backward compatibility and should not be installed unless it is required.","False","Available","Feature","Simple TCP/IP Services","1","System.String[]",,"ServerComponent_Simple_TCPIP","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"FS-SMB1","SMB 1.0/CIFS File Sharing Support","Support for the SMB 1.0/CIFS file sharing protocol, and the Computer Browser protocol.","False","Available","Feature","SMB 1.0/CIFS File Sharing Support","1","System.String[]",,"ServerComponent_FS_SMB1","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"FS-SMB1-CLIENT","SMB 1.0/CIFS Client","Support for the SMB 1.0/CIFS client for accessing legacy servers.","False","Available","Feature","SMB 1.0/CIFS File Sharing Support\SMB 1.0/CIFS Client","2","System.String[]","FS-SMB1","ServerComponent_FS_SMB1_CLIENT","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"FS-SMB1-SERVER","SMB 1.0/CIFS Server","Support for the SMB 1.0/CIFS file server for sharing data with legacy clients and browsing the network neighborhood.","False","Available","Feature","SMB 1.0/CIFS File Sharing Support\SMB 1.0/CIFS Server","2","System.String[]","FS-SMB1","ServerComponent_FS_SMB1_SERVER","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"FS-SMBBW","SMB 帯域幅の制限","SMB 帯域幅の制限は、カテゴリ (既定、Hyper-V、またはライブ マイグレーション) ごとに SMB トラフィックを追跡する手段を提供し、指定のカテゴリで許可されるトラフィック量をユーザーが制限できるようにします。これは通常、SMB 経由のライブ マイグレーションで使用される帯域幅を制限するために使用されます。","False","Available","Feature","SMB 帯域幅の制限","1","System.String[]",,"ServerComponent_FS_SMBBW","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"SMTP-Server","SMTP サーバー","SMTP Server supports the transfer of e-mail messages between e-mail systems.","False","Available","Feature","SMTP サーバー","1","System.String[]",,"ServerComponent_SMTP_Server","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"SNMP-Service","SNMP サービス","簡易ネットワーク管理プロトコル (SNMP) サービスには、ネットワーク デバイスのアクティビティを監視し、ネットワーク コンソール ワークステーションに報告するエージェントが含まれています。","False","Available","Feature","SNMP サービス","1","System.String[]",,"ServerComponent_SNMP_Service","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"SNMP-WMI-Provider","WMI SNMP プロバイダー","SNMP Windows Management Instrumentation (WMI) プロバイダーは、WMI クライアント スクリプトおよびアプリケーションが SNMP 情報にアクセスできるようにします。クライアントは WMI C++ インターフェイスとスクリプト オブジェクトを使用して、SNMP プロトコルを使用するネットワーク デバイスと通信したり、WMI イベントとして SNMP トラップを受信したりできます。","False","Available","Feature","SNMP サービス\WMI SNMP プロバイダー","2","System.String[]","SNMP-Service","ServerComponent_SNMP_WMI_Provider","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Telnet-Client","Telnet Client","Telnet Client uses the Telnet protocol to connect to a remote Telnet server and run applications on that server.","False","Available","Feature","Telnet Client","1","System.String[]",,"ServerComponent_Telnet_Client","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"TFTP-Client","TFTP Client","Trivial File Transfer Protocol (TFTP) Client is used to read files from, or write files to, a remote TFTP server. TFTP is primarily used by embedded devices or systems that retrieve firmware, configuration information, or a system image during the boot process from a TFTP server.","False","Available","Feature","TFTP Client","1","System.String[]",,"ServerComponent_TFTP_Client","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WebDAV-Redirector","WebDAV リダイレクター","Windows ベースのプログラムでインターネット ベースのファイルを作成、アクセス、変更できるようになります。","False","Available","Feature","WebDAV リダイレクター","1","System.String[]",,"ServerComponent_WebDAV_Redirector","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Windows-Defender","Windows Defender Antivirus","Windows Defender Antivirus helps protect your machine from malware.","True","Installed","Feature","Windows Defender Antivirus","1","System.String[]",,"ServerComponent_Windows_Defender","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Windows-Identity-Foundation","Windows Identity Foundation 3.5","Windows Identity Foundation (WIF) 3.5 is a set of .NET Framework classes that can be used for implementing claims-based identity in your .NET 3.5 and 4.0 applications. WIF 3.5 has been superseded by WIF classes that are provided as part of .NET 4.5. It is recommended that you use .NET 4.5 for supporting claims-based identity in your applications.","False","Available","Feature","Windows Identity Foundation 3.5","1","System.String[]",,"ServerComponent_Windows_Identity_Foundation","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Windows-Internal-Database","Windows Internal Database","Windows Internal Database は、Active Directory Rights Management Services、Windows Server Update Services、Windows システム リソース マネージャーなど、Windows の役割と機能でのみ使用できるリレーショナル データ ストアです。","False","Available","Feature","Windows Internal Database","1","System.String[]",,"ServerComponent_Windows_Internal_Database","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"PowerShellRoot","Windows PowerShell","Windows PowerShell を使用すると、ローカルおよびリモートの Windows 管理を自動化できます。このタスク ベースのコマンドライン シェルとスクリプト言語は、Microsoft .NET Framework の上に構築されています。数多くの組み込みのコマンドが用意されており、独自のコマンドおよびスクリプトを記述して配布できます。","True","Installed","Feature","Windows PowerShell","1","System.String[]",,"ServerComponent_PowerShellRoot","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"PowerShell","Windows PowerShell 5.1","Windows PowerShell を使用すると、ローカルおよびリモートの Windows 管理を自動化できます。このタスク ベースのコマンドライン シェルとスクリプト言語は、Microsoft .NET Framework の上に構築されています。数多くの組み込みのコマンドが用意されており、独自のコマンドおよびスクリプトを記述して配布できます。","True","Installed","Feature","Windows PowerShell\Windows PowerShell 5.1","2","System.String[]","PowerShellRoot","ServerComponent_PowerShell","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"PowerShell-V2","Windows PowerShell 2.0 エンジン","Windows PowerShell 2.0 エンジンには、既存の Windows PowerShell ホスト アプリケーションとの下位互換性のために、Windows PowerShell 2.0 のコア コンポーネントが含まれています。","False","Removed","Feature","Windows PowerShell\Windows PowerShell 2.0 エンジン","2","System.String[]","PowerShellRoot","ServerComponent_PowerShell_V2","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"DSC-Service","Windows PowerShell Desired State Configuration Service","Windows PowerShell Desired State Configuration Service では、1 つのリポジトリから複数のノードの構成を管理できます。","False","Available","Feature","Windows PowerShell\Windows PowerShell Desired State Configuration Service","2","System.String[]","PowerShellRoot","ServerComponent_DSC_Service","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"PowerShell-ISE","Windows PowerShell ISE","Windows PowerShell Integrated Scripting Environment (ISE) では、グラフィカルな環境でスクリプトを構成、編集、およびデバッグし、複数行の対話型のコマンドを実行できます。機能としては、IntelliSense、タブ補完、スニペット、色付き構文、行の番号設定、選択的な実行、グラフィカルなデバッグ、右から左方向の言語と Unicode のサポートがあります。","True","Installed","Feature","Windows PowerShell\Windows PowerShell ISE","2","System.String[]","PowerShellRoot","ServerComponent_PowerShell_ISE","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WindowsPowerShellWebAccess","Windows PowerShell Web Access","Windows PowerShell Web Access を使用すると、サーバーを Web ゲートウェイとして使用できるようになります。組織のユーザーは、その Web ゲートウェイを使用し、Web ブラウザーで Windows PowerShell セッションを実行して、リモート コンピューターを管理できます。管理者は、Windows PowerShell Web Access のインストール後に、Web サーバー (IIS) 管理コンソールでゲートウェイ構成を行います。","False","Available","Feature","Windows PowerShell\Windows PowerShell Web Access","2","System.String[]","PowerShellRoot","ServerComponent_WindowsPowerShellWebAccess","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Search-Service","Windows Search サービス","Windows Search サービスは、Windows Search サービスとの互換性があるクライアントに対し、サーバー上のファイルを高速に検索できる機能を提供します。Windows Search サービスは、デスクトップ検索や小規模のファイル サーバー向けに用意された機能であり、大規模のエンタープライズ向けではありません。","False","Available","Feature","Windows Search サービス","1","System.String[]",,"ServerComponent_Search_Service","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Windows-Server-Backup","Windows Server バックアップ","Windows Server バックアップを使用すると、オペレーティング システム、アプリケーション、およびデータのバックアップと回復を実行できます。バックアップのスケジュール設定、およびサーバー全体または特定のボリュームの保護を実行できます。","False","Available","Feature","Windows Server バックアップ","1","System.String[]",,"ServerComponent_Windows_Server_Backup","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Migration","Windows Server 移行ツール","Windows Server 移行ツールには、以前のバージョンの Windows Server を実行しているコンピューターからサーバーの役割、オペレーティング システムの設定、ファイル、および共有を簡単に移行できる Windows PowerShell コマンドレットが含まれています。","False","Available","Feature","Windows Server 移行ツール","1","System.String[]",,"ServerComponent_Migration","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Microsoft-Windows-Subsystem-Linux","Windows Subsystem for Linux","ネイティブなユーザー モードの Linux シェルおよびツールを Windows で実行するためのサービスと環境を提供します。","False","Available","Feature","Windows Subsystem for Linux","1","System.String[]",,"ServerComponent_Microsoft_Windows_Subsystem_Linux","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Windows-TIFF-IFilter","Windows TIFF IFilter","Windows TIFF IFilter (Tagged Image File Format Index Filter) performs OCR (Optical Character Recognition) on TIFF 6.0-compliant files (.TIF and .TIFF extensions) and in that way enables indexing and full text search of those files.","False","Available","Feature","Windows TIFF IFilter","1","System.String[]",,"ServerComponent_Windows_TIFF_IFilter","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WAS","Windows プロセス アクティブ化サービス","Windows プロセス アクティブ化サービスは、IIS プロセス モデルを一般化し、HTTP への依存をなくしました。以前は HTTP アプリケーションにのみ利用可能だったすべての IIS の機能が、Windows Communication Foundation (WCF) サービスをホストするアプリケーションで、HTTP 以外のプロトコルを使用して、利用可能になりました。IIS 10.0 はまた、HTTP によるメッセージベースのアクティブ化のための Windows プロセス アクティブ化サービスも使用します。","False","Available","Feature","Windows プロセス アクティブ化サービス","1","System.String[]",,"ServerComponent_WAS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WAS-Process-Model","プロセス モデル","プロセス モデルは Web および WCF サービスをホストするものです。IIS 6.0 で導入されたプロセス モデルは、迅速な障害保護、正常性の監視、リサイクルを特長とする新しいアーキテクチャです。Windows プロセス アクティブ化サービスのプロセス モデルを使用すると、HTTP に依存する必要がなくなります。","False","Available","Feature","Windows プロセス アクティブ化サービス\プロセス モデル","2","System.String[]","WAS","ServerComponent_WAS_Process_Model","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WAS-NET-Environment",".NET 環境 3.5",".NET 環境では、プロセス モデル内でマネージ コードをアクティブ化することができます。","False","Available","Feature","Windows プロセス アクティブ化サービス\.NET 環境 3.5","2","System.String[]","WAS","ServerComponent_WAS_NET_Environment","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WAS-Config-APIs","構成 API","構成 API を使用すると、.NET Framework で作成されたアプリケーションで、Windows プロセス アクティブ化モデルをプログラムにより構成できます。アプリケーション開発者は Windows プロセス アクティブ化モデルの設定を自動的に構成でき、この設定を手動で構成する必要がなくなります。","False","Available","Feature","Windows プロセス アクティブ化サービス\構成 API","2","System.String[]","WAS","ServerComponent_WAS_Config_APIs","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Biometric-Framework","Windows 生体認証フレームワーク","Windows 生体認証フレームワーク (WBF) では、指紋認証機器を使用して、ID の特定と検証を行い、Windows へのログオンを制御できます。WBF には、指紋認証機器を使用するために必要なコンポーネントが組み込まれています。","False","Available","Feature","Windows 生体認証フレームワーク","1","System.String[]",,"ServerComponent_Biometric_Framework","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WindowsStorageManagementService","Windows 標準ベースの記憶域の管理","Windows 標準ベースの記憶域管理では、SMI-S 標準に準拠した管理インターフェイスを使用して記憶域デバイスを検出、管理、および監視できます。この機能は、一連の Windows Management Instrumentation (WMI) クラスと Windows PowerShell コマンドレットとして公開されています。","False","Available","Feature","Windows 標準ベースの記憶域の管理","1","System.String[]",,"ServerComponent_WindowsStorageManagementService","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WinRM-IIS-Ext","WinRM IIS 拡張機能","Windows リモート管理 (WinRM) IIS 拡張機能により、WS-Management を使用して、クライアントからの管理要求をサーバーで受信できるようになります。WinRM は、Microsoft が実装する WS-Management プロトコルで、Web サービスを使用してローカルおよびリモートのコンピューターと安全に通信できます。","False","Available","Feature","WinRM IIS 拡張機能","1","System.String[]",,"ServerComponent_WinRM_IIS_Ext","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WINS","WINS サーバー","Windows インターネット ネーム サービス (WINS) サーバーは、ネットワーク上で使用されているコンピューターおよびグループの NetBIOS 名の動的マッピングを登録および照会するための分散データベースを提供します。WINS は、NetBIOS 名を IP アドレスにマップし、ルーティング環境での NetBIOS 名前解決に関する問題を解決します。","False","Available","Feature","WINS サーバー","1","System.String[]",,"ServerComponent_WINS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WoW64-Support","WoW64 サポート","Server Core インストール上での 32 ビット アプリケーションの実行をサポートするために、WoW64 のすべてが含まれています。この機能は、Server の完全インストールには必須です。WoW64 サポートをアンインストールすると、Server の完全インストールは Server Core インストールに変換されます。","True","Installed","Feature","WoW64 サポート","1","System.String[]",,"ServerComponent_WoW64_Support","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"XPS-Viewer","XPS Viewer","The XPS Viewer is used to read, set permissions for, and digitally sign XPS documents.","True","Installed","Feature","XPS Viewer","1","System.String[]",,"ServerComponent_XPS_Viewer","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
